7,1.0,DOWN
10,2.9130434782608696,DOWN
26,3.782608695652174,DOWN
34,3.8260869565217392,DOWN
49,4.565217391304348,UP
44,4.782608695652174,UP
58,5.173913043478261,DOWN
57,5.217391304347826,UP
9,5.608695652173913,DOWN
43,5.6521739130434785,DOWN
70,5.913043478260869,UP
68,6.130434782608695,UP
102,6.956521739130435,DOWN
66,7.217391304347826,DOWN
132,7.913043478260869,DOWN
130,8.08695652173913,DOWN
82,8.434782608695652,DOWN
150,8.608695652173912,DOWN
115,8.695652173913043,UP
181,9.217391304347826,DOWN
149,9.478260869565217,UP
191,9.869565217391305,DOWN
180,10.565217391304348,DOWN
185,10.608695652173912,UP
160,10.608695652173912,DOWN
217,11.130434782608695,DOWN
198,11.782608695652174,DOWN
229,12.173913043478262,DOWN
211,12.73913043478261,DOWN
231,13.347826086956522,UP
241,13.608695652173912,DOWN
249,14.652173913043478,DOWN
202,14.695652173913043,DOWN
258,15.73913043478261,UP
267,16.217391304347824,UP
290,17.91304347826087,UP
206,19.08695652173913,DOWN
313,19.608695652173914,UP
314,20.043478260869566,DOWN
316,20.391304347826086,UP
326,20.52173913043478,UP
343,22.652173913043477,UP
251,24.130434782608695,DOWN
362,25.565217391304348,DOWN
363,25.869565217391305,UP
354,26.52173913043478,DOWN
371,27.0,DOWN
385,29.91304347826087,DOWN
387,30.391304347826086,UP
396,31.304347826086957,DOWN
393,31.73913043478261,UP
391,33.391304347826086,DOWN
431,34.78260869565217,UP
434,35.608695652173914,UP
449,35.869565217391305,UP
447,36.26086956521739,UP
426,37.34782608695652,DOWN
462,37.47826086956522,UP
446,37.65217391304348,DOWN
471,38.0,UP
437,38.08695652173913,DOWN
472,38.52173913043478,UP
478,38.608695652173914,UP
481,39.0,DOWN
509,40.869565217391305,UP
513,40.91304347826087,UP
453,41.0,DOWN
520,41.52173913043478,UP
529,42.43478260869565,UP
551,43.95652173913044,UP
